Work_ID,State,District,Work_Type,Sanction_Amount,Estimated_Cost,Expenditure,Progress_Percentage,Delay_Days,Implementing_Agency,Status,Latitude,Longitude,Anomaly,Anomaly_Status,Anomaly_Score,Risk_Score,Risk_Level,Risk_Reasons
MPLADS_0509,Tamil Nadu,District_17,Drinking Water,4507632,576925,2699762,72,499,Agency_4,Completed,9.938158,80.297563,1,Normal,0.0303867432584823,35,MEDIUM,"Severe project delay, High sanctioned amount"
MPLADS_0510,Telangana,District_11,Drainage,2139706,2975609,2949905,83,461,Agency_5,Delayed,18.427986,80.325426,1,Normal,0.0683240623778829,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0511,Tamil Nadu,District_10,Road,1778782,3958005,1692964,52,127,Agency_13,Completed,8.742138,79.820461,1,Normal,0.0980411624288949,30,LOW,"High expenditure, Project delay"
MPLADS_0512,Telangana,District_22,Road,4355665,806547,831939,82,430,Agency_15,In Progress,19.583304,79.050835,1,Normal,0.0426844920077004,35,MEDIUM,"Severe project delay, High sanctioned amount"
MPLADS_0513,Telangana,District_25,School,2939190,656752,4303548,99,377,Agency_6,Completed,18.285637,80.106277,1,Normal,0.0188507794462646,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0514,Karnataka,District_17,Road,447172,1389462,3647588,39,324,Agency_1,In Progress,12.72387,76.311804,1,Normal,0.0737481184634415,75,HIGH,"Expenditure exceeds sanctioned amount, Severe project delay, Low progress with high expenditure"
MPLADS_0515,Telangana,District_4,School,664673,2260920,2495084,44,441,Agency_19,In Progress,17.434518,77.756221,1,Normal,0.0671361866251775,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0516,Andhra Pradesh,District_16,Community Hall,305658,4873416,3513123,67,291,Agency_13,Not Started,15.025727,77.252196,1,Normal,0.0493151494083083,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0517,Maharashtra,District_20,School,1540641,1187317,3965966,8,287,Agency_6,Not Started,15.767777,73.72188,1,Normal,0.0745783491008845,75,HIGH,"Expenditure exceeds sanctioned amount, Severe project delay, Low progress with high expenditure"
MPLADS_0518,Maharashtra,District_15,Road,1780283,3007532,3624705,21,225,Agency_15,In Progress,21.860248,77.161095,1,Normal,0.0982987540338254,75,HIGH,"Expenditure exceeds sanctioned amount, Severe project delay, Low progress with high expenditure"
MPLADS_0519,Tamil Nadu,District_25,Drainage,804085,2216354,2510120,17,63,Agency_16,Delayed,13.408604,78.016491,1,Normal,0.0667999978293945,50,MEDIUM,"Expenditure exceeds sanctioned amount, Low progress with high expenditure"
MPLADS_0520,Telangana,District_27,Community Hall,801993,349189,3942613,75,454,Agency_16,Not Started,17.078446,79.123339,1,Normal,0.0095458230427756,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0521,Andhra Pradesh,District_21,Road,775571,1609049,4065032,42,425,Agency_10,In Progress,15.500777,77.555884,1,Normal,0.0542833661182714,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0522,Tamil Nadu,District_5,School,878282,2304851,3767378,38,47,Agency_9,Completed,11.588627,77.10736,1,Normal,0.067751320275379,50,MEDIUM,"Expenditure exceeds sanctioned amount, Low progress with high expenditure"
MPLADS_0523,Karnataka,District_6,Hospital,521761,2424494,2206274,72,201,Agency_9,Completed,15.837116,76.990925,1,Normal,0.0856404680800573,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0524,Tamil Nadu,District_17,Drinking Water,3485715,905953,2439700,5,497,Agency_17,Delayed,8.851339,76.457668,1,Normal,0.0171635332665738,25,LOW,Severe project delay
MPLADS_0525,Tamil Nadu,District_1,Road,4152748,554655,631458,82,336,Agency_17,Completed,12.372265,78.131162,1,Normal,0.0518457172830109,35,MEDIUM,"Severe project delay, High sanctioned amount"
MPLADS_0526,Telangana,District_25,School,2624469,3826487,1541439,47,413,Agency_17,Completed,16.038472,80.980492,1,Normal,0.0848683394238816,25,LOW,Severe project delay
MPLADS_0527,Karnataka,District_19,Community Hall,367942,4011635,4106920,6,404,Agency_12,In Progress,11.904464,77.197162,1,Normal,0.0054334458718806,75,HIGH,"Expenditure exceeds sanctioned amount, Severe project delay, Low progress with high expenditure"
MPLADS_0528,Tamil Nadu,District_4,Road,3944456,286824,2083890,79,59,Agency_13,Completed,13.508602,77.204556,1,Normal,0.05656725486246,0,LOW,No major risk detected
MPLADS_0529,Andhra Pradesh,District_17,Road,3895204,3707942,3391579,68,396,Agency_12,Completed,13.538846,77.683218,1,Normal,0.0751609583571097,40,MEDIUM,"High expenditure, Severe project delay"
MPLADS_0530,Andhra Pradesh,District_9,Drinking Water,387462,1117979,3511661,15,256,Agency_14,Completed,14.601616,77.518471,1,Normal,0.0493671774722753,75,HIGH,"Expenditure exceeds sanctioned amount, Severe project delay, Low progress with high expenditure"
MPLADS_0531,Maharashtra,District_24,School,3978207,3199409,2727956,0,64,Agency_10,Completed,20.099049,73.117022,1,Normal,0.0247963644874096,0,LOW,No major risk detected
MPLADS_0532,Karnataka,District_2,Hospital,4594350,4598003,4075249,36,238,Agency_19,In Progress,15.065955,78.584806,1,Normal,0.0507086911971422,70,HIGH,"High expenditure, Severe project delay, Low progress with high expenditure, High sanctioned amount"
MPLADS_0533,Karnataka,District_8,Community Hall,471773,4075282,2614902,82,288,Agency_2,Completed,17.197792,76.830009,1,Normal,0.0648783962022376,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0534,Maharashtra,District_15,School,2480630,1738124,408008,36,37,Agency_4,Delayed,17.590649,77.778335,1,Normal,0.0478320677552994,0,LOW,No major risk detected
MPLADS_0535,Tamil Nadu,District_7,Community Hall,4613167,3893380,4129214,80,24,Agency_19,Not Started,10.951432,77.98955,1,Normal,0.0105776016132597,25,LOW,"High expenditure, High sanctioned amount"
MPLADS_0536,Karnataka,District_27,Road,2880514,4216289,1333957,63,409,Agency_7,Delayed,12.414973,78.078379,1,Normal,0.0736743277922258,25,LOW,Severe project delay
MPLADS_0537,Andhra Pradesh,District_6,Drinking Water,2845126,2776826,1864260,89,460,Agency_15,Not Started,15.568579,78.276442,1,Normal,0.0569815444109428,25,LOW,Severe project delay
MPLADS_0538,Andhra Pradesh,District_1,Drinking Water,4316399,1856242,3559651,85,58,Agency_15,Delayed,15.027212,80.054451,1,Normal,0.0523075903030683,25,LOW,"High expenditure, High sanctioned amount"
MPLADS_0539,Telangana,District_15,Drainage,2777364,143246,2806647,61,475,Agency_6,Not Started,19.192905,79.987735,1,Normal,0.0451530701453017,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0540,Karnataka,District_23,Hospital,3673638,258886,184001,71,416,Agency_3,Not Started,16.885134,74.050744,1,Normal,0.0250835870996413,25,LOW,Severe project delay
MPLADS_0541,Tamil Nadu,District_26,Drinking Water,2767892,2417713,2424607,60,356,Agency_6,Not Started,10.330462,78.221645,1,Normal,0.1144409133172429,40,MEDIUM,"High expenditure, Severe project delay"
MPLADS_0542,Maharashtra,District_7,Road,137593,1479608,3916419,32,382,Agency_16,Not Started,15.72475,74.75645,1,Normal,0.0343047996532644,75,HIGH,"Expenditure exceeds sanctioned amount, Severe project delay, Low progress with high expenditure"
MPLADS_0543,Maharashtra,District_29,Hospital,741252,4113068,75867,65,296,Agency_2,In Progress,20.541884,73.738011,1,Normal,0.0248736091120165,25,LOW,Severe project delay
MPLADS_0544,Tamil Nadu,District_25,School,952473,3440888,98780,29,157,Agency_7,Delayed,10.997737,77.103848,1,Normal,0.0322170731951211,15,LOW,Project delay
MPLADS_0545,Kerala,District_17,Drinking Water,176202,2334798,2705145,19,56,Agency_11,Not Started,8.255756,75.427124,1,Normal,0.0361651931016588,50,MEDIUM,"Expenditure exceeds sanctioned amount, Low progress with high expenditure"
MPLADS_0546,Telangana,District_2,Hospital,2224758,1582337,2951478,59,432,Agency_7,Delayed,19.801082,80.245841,1,Normal,0.096639050850161,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0547,Maharashtra,District_27,Road,3319497,833566,884072,81,47,Agency_4,Completed,21.837248,76.649189,1,Normal,0.0413154324951289,0,LOW,No major risk detected
MPLADS_0548,Karnataka,District_9,Drainage,168542,2961259,3777263,73,327,Agency_7,Not Started,12.268153,76.520614,1,Normal,0.0501836600717315,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0549,Telangana,District_29,Community Hall,1467158,2117791,3859981,23,432,Agency_4,Delayed,17.662947,80.408557,1,Normal,0.0749705306048857,75,HIGH,"Expenditure exceeds sanctioned amount, Severe project delay, Low progress with high expenditure"
MPLADS_0550,Karnataka,District_9,Community Hall,1885932,4779924,4205031,3,430,Agency_12,In Progress,12.186578,76.245909,1,Normal,0.0123435876013465,75,HIGH,"Expenditure exceeds sanctioned amount, Severe project delay, Low progress with high expenditure"
MPLADS_0551,Andhra Pradesh,District_13,Road,2722762,829105,4094591,36,55,Agency_5,Delayed,13.590321,79.329875,1,Normal,0.0662260787473878,50,MEDIUM,"Expenditure exceeds sanctioned amount, Low progress with high expenditure"
MPLADS_0552,Telangana,District_6,Road,1693906,966992,1029051,3,64,Agency_19,Not Started,18.823164,79.008869,1,Normal,0.0321369880177793,0,LOW,No major risk detected
MPLADS_0553,Maharashtra,District_6,Community Hall,3766434,270326,1424119,76,267,Agency_5,Completed,18.043274,75.874153,1,Normal,0.0745302538528091,25,LOW,Severe project delay
MPLADS_0554,Telangana,District_20,Drainage,505433,4563552,1278182,88,68,Agency_19,Delayed,17.683732,80.183063,1,Normal,0.0088724429111995,30,LOW,Expenditure exceeds sanctioned amount
MPLADS_0555,Telangana,District_20,Hospital,4869291,3572810,4084161,76,215,Agency_3,Completed,19.457547,80.830272,1,Normal,0.0587047143488368,50,MEDIUM,"High expenditure, Severe project delay, High sanctioned amount"
MPLADS_0556,Telangana,District_21,Community Hall,140140,3276458,400732,17,389,Agency_11,In Progress,19.026304,78.398546,1,Normal,0.0064922102234465,75,HIGH,"Expenditure exceeds sanctioned amount, Severe project delay, Low progress with high expenditure"
MPLADS_0557,Kerala,District_3,Road,1565554,1496743,2580746,87,88,Agency_7,Delayed,11.36542,75.937768,1,Normal,0.0814032453870949,30,LOW,Expenditure exceeds sanctioned amount
MPLADS_0558,Telangana,District_17,Drinking Water,1634645,4534781,2261743,65,448,Agency_17,Delayed,16.84415,80.395312,1,Normal,0.0603556291635468,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0559,Karnataka,District_17,School,1497307,950853,4036352,47,280,Agency_9,In Progress,11.768984,78.148105,1,Normal,0.0901444930051749,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0560,Andhra Pradesh,District_12,Drainage,3796962,4497321,2286158,32,256,Agency_9,In Progress,15.645751,81.861332,1,Normal,0.0753576307709941,25,LOW,Severe project delay
MPLADS_0561,Tamil Nadu,District_16,Drainage,3280786,701824,3130452,57,159,Agency_10,In Progress,11.692382,79.959495,1,Normal,0.0937303136084078,30,LOW,"High expenditure, Project delay"
MPLADS_0562,Telangana,District_15,Drinking Water,4726103,4577549,3315640,82,489,Agency_13,Not Started,18.410346,79.532948,-1,Anomaly,-0.0122799174639215,55,MEDIUM,"Severe project delay, High sanctioned amount, AI detected unusual pattern"
MPLADS_0563,Maharashtra,District_13,Drinking Water,3501001,2956405,2720807,72,233,Agency_15,Not Started,16.033238,76.902787,1,Normal,0.1047110572349072,25,LOW,Severe project delay
MPLADS_0564,Telangana,District_23,Road,3466403,3221222,1472417,27,130,Agency_5,Delayed,16.415693,80.002248,1,Normal,0.0872159838962705,15,LOW,Project delay
MPLADS_0565,Maharashtra,District_1,Community Hall,1848594,4619146,685899,34,48,Agency_3,Delayed,18.929442,78.245891,1,Normal,0.0462962093697297,0,LOW,No major risk detected
MPLADS_0566,Karnataka,District_17,Hospital,3671420,2520856,328774,9,146,Agency_8,Delayed,11.79171,74.390043,1,Normal,0.0402638199471848,15,LOW,Project delay
MPLADS_0567,Maharashtra,District_3,Drainage,2439127,3189782,496626,64,315,Agency_10,Completed,20.256102,73.1983,1,Normal,0.0790909083197041,25,LOW,Severe project delay
MPLADS_0568,Tamil Nadu,District_26,Drainage,3993439,2427942,3033871,41,490,Agency_13,In Progress,8.399038,76.250856,1,Normal,0.0476304941104153,25,LOW,Severe project delay
MPLADS_0569,Andhra Pradesh,District_15,Drinking Water,1945618,1700224,4859617,84,412,Agency_3,Delayed,18.912909,82.673818,1,Normal,0.0408101155498835,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0570,Maharashtra,District_4,Community Hall,4690239,1398055,621868,8,433,Agency_8,In Progress,17.896134,75.061245,1,Normal,0.0046182581513524,35,MEDIUM,"Severe project delay, High sanctioned amount"
MPLADS_0571,Maharashtra,District_4,Drainage,2927448,905783,4543910,59,1,Agency_9,Not Started,17.873071,79.029624,1,Normal,0.0179245889650803,30,LOW,Expenditure exceeds sanctioned amount
MPLADS_0572,Andhra Pradesh,District_18,Hospital,1301661,2280653,1417757,14,328,Agency_12,In Progress,16.965046,78.200084,1,Normal,0.0819072768745102,75,HIGH,"Expenditure exceeds sanctioned amount, Severe project delay, Low progress with high expenditure"
MPLADS_0573,Tamil Nadu,District_17,Drinking Water,3514524,634942,1214656,98,439,Agency_11,Completed,8.975012,76.613262,1,Normal,0.0158615264580415,25,LOW,Severe project delay
MPLADS_0574,Telangana,District_19,Hospital,1164100,4613870,3466800,56,144,Agency_2,Completed,18.507241,80.104616,1,Normal,0.0822586295635193,45,MEDIUM,"Expenditure exceeds sanctioned amount, Project delay"
MPLADS_0575,Maharashtra,District_11,Community Hall,1559390,1470654,748456,68,443,Agency_18,In Progress,17.322802,72.773843,1,Normal,0.0661252839014724,25,LOW,Severe project delay
MPLADS_0576,Andhra Pradesh,District_20,Drainage,2057878,2267127,1148452,21,365,Agency_9,Completed,13.142333,84.539666,1,Normal,0.0869727644402136,25,LOW,Severe project delay
MPLADS_0577,Karnataka,District_3,School,4762037,773503,2656416,63,419,Agency_2,Completed,13.568113,77.538426,1,Normal,0.0515626252813301,35,MEDIUM,"Severe project delay, High sanctioned amount"
MPLADS_0578,Andhra Pradesh,District_8,Drainage,365617,3549058,692986,40,60,Agency_2,Not Started,16.72278,79.793711,1,Normal,0.0292908722173821,30,LOW,Expenditure exceeds sanctioned amount
MPLADS_0579,Karnataka,District_14,Community Hall,1854053,3562106,4564704,86,272,Agency_3,Delayed,12.939811,74.558378,1,Normal,0.0662395102912422,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0580,Tamil Nadu,District_26,Drainage,1143015,398848,2298013,70,48,Agency_16,Completed,11.444073,79.453462,1,Normal,0.058189773063689,30,LOW,Expenditure exceeds sanctioned amount
MPLADS_0581,Telangana,District_1,Drainage,4520756,2047179,1777581,55,331,Agency_19,Delayed,18.440007,79.215148,1,Normal,0.0827203928341658,35,MEDIUM,"Severe project delay, High sanctioned amount"
MPLADS_0582,Andhra Pradesh,District_14,Road,141563,1531177,2358818,22,443,Agency_4,In Progress,12.876878,84.544759,1,Normal,0.0321191496100461,75,HIGH,"Expenditure exceeds sanctioned amount, Severe project delay, Low progress with high expenditure"
MPLADS_0583,Kerala,District_2,Drainage,2898768,216991,3425398,24,403,Agency_18,In Progress,11.874085,75.561337,1,Normal,0.0483918519381654,75,HIGH,"Expenditure exceeds sanctioned amount, Severe project delay, Low progress with high expenditure"
MPLADS_0584,Maharashtra,District_29,Drainage,1395801,4341256,4832455,90,433,Agency_18,Completed,21.969807,77.595617,1,Normal,0.0113915150501178,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0585,Tamil Nadu,District_23,Hospital,2877754,4042942,3354849,5,130,Agency_10,In Progress,11.261567,79.341907,1,Normal,0.0652568786003514,65,HIGH,"Expenditure exceeds sanctioned amount, Project delay, Low progress with high expenditure"
MPLADS_0586,Andhra Pradesh,District_4,School,1632701,2480412,345510,33,42,Agency_11,Not Started,17.957681,82.017477,1,Normal,0.0547413088990478,0,LOW,No major risk detected
MPLADS_0587,Maharashtra,District_24,Hospital,1740992,4710110,3104973,62,56,Agency_17,Completed,16.432622,75.40762,1,Normal,0.0703069729525268,30,LOW,Expenditure exceeds sanctioned amount
MPLADS_0588,Andhra Pradesh,District_27,Hospital,4412200,926058,4656637,8,49,Agency_16,Completed,18.725352,78.519386,-1,Anomaly,-0.0023572098380661,80,HIGH,"Expenditure exceeds sanctioned amount, Low progress with high expenditure, High sanctioned amount, AI detected unusual pattern"
MPLADS_0589,Karnataka,District_29,Drinking Water,1067497,2193167,3211824,59,451,Agency_13,Completed,14.105169,75.987554,1,Normal,0.0761768232045317,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0590,Andhra Pradesh,District_19,Road,3909949,152877,60248,48,464,Agency_2,In Progress,15.500073,81.664811,1,Normal,0.0045765464382429,25,LOW,Severe project delay
MPLADS_0591,Kerala,District_6,Hospital,4274367,3718893,4075183,96,177,Agency_2,In Progress,12.538149,75.425801,1,Normal,0.0391741447867157,40,MEDIUM,"High expenditure, Project delay, High sanctioned amount"
MPLADS_0592,Andhra Pradesh,District_25,Community Hall,3789469,4638226,2187040,50,292,Agency_14,Completed,13.401909,78.299511,1,Normal,0.0728133393143237,25,LOW,Severe project delay
MPLADS_0593,Andhra Pradesh,District_1,Community Hall,304371,1595329,250346,59,45,Agency_4,Delayed,18.453704,81.931068,1,Normal,0.0103826372278383,15,LOW,High expenditure
MPLADS_0594,Kerala,District_17,Drainage,3133128,3122753,628821,69,169,Agency_17,In Progress,9.515171,76.921462,1,Normal,0.080827657108997,15,LOW,Project delay
MPLADS_0595,Tamil Nadu,District_8,Drinking Water,2249318,441670,4246258,36,270,Agency_13,In Progress,12.823672,79.75536,1,Normal,0.0701862805016472,75,HIGH,"Expenditure exceeds sanctioned amount, Severe project delay, Low progress with high expenditure"
MPLADS_0596,Andhra Pradesh,District_19,Road,3144510,4676043,4556167,30,416,Agency_4,Completed,18.664915,78.743152,1,Normal,0.0418661522007011,75,HIGH,"Expenditure exceeds sanctioned amount, Severe project delay, Low progress with high expenditure"
MPLADS_0597,Kerala,District_21,Road,1212180,1744512,674164,97,335,Agency_3,Delayed,11.673193,75.997403,1,Normal,0.0359900608613693,25,LOW,Severe project delay
MPLADS_0598,Maharashtra,District_1,Drainage,470888,3868806,1806641,40,138,Agency_12,Completed,21.072991,78.646473,1,Normal,0.0608194580296821,45,MEDIUM,"Expenditure exceeds sanctioned amount, Project delay"
MPLADS_0599,Karnataka,District_5,Community Hall,1413133,4856100,272739,61,246,Agency_8,In Progress,16.935132,77.018344,1,Normal,0.0442589382495024,25,LOW,Severe project delay
MPLADS_0600,Karnataka,District_27,School,240285,4983431,3447464,92,147,Agency_2,Completed,12.742001,76.507124,-1,Anomaly,-0.0029737985944534,65,HIGH,"Expenditure exceeds sanctioned amount, Project delay, AI detected unusual pattern"
MPLADS_0601,Andhra Pradesh,District_16,Drinking Water,3246699,1400339,2431961,57,229,Agency_6,Completed,19.09882,84.292843,1,Normal,0.1077830948932356,25,LOW,Severe project delay
MPLADS_0602,Tamil Nadu,District_6,Drainage,2567649,3469998,278116,13,279,Agency_10,Completed,8.241773,76.892222,1,Normal,0.0490238240965562,25,LOW,Severe project delay
MPLADS_0603,Tamil Nadu,District_8,Drinking Water,2261130,4202363,3433754,35,124,Agency_12,Delayed,8.737681,79.249116,1,Normal,0.0921510473273473,65,HIGH,"Expenditure exceeds sanctioned amount, Project delay, Low progress with high expenditure"
MPLADS_0604,Maharashtra,District_13,Community Hall,1257739,3784942,1780330,35,191,Agency_10,Completed,20.915605,74.372144,1,Normal,0.0896114069015031,75,HIGH,"Expenditure exceeds sanctioned amount, Severe project delay, Low progress with high expenditure"
MPLADS_0605,Andhra Pradesh,District_16,Community Hall,2251016,90633,4668575,78,373,Agency_10,In Progress,15.938628,83.509695,1,Normal,0.0229013207470062,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0606,Karnataka,District_3,School,3178411,1307302,3834857,7,79,Agency_3,Completed,16.629611,76.494291,1,Normal,0.0587872918100981,50,MEDIUM,"Expenditure exceeds sanctioned amount, Low progress with high expenditure"
MPLADS_0607,Tamil Nadu,District_19,School,4638599,1101893,2656460,25,93,Agency_10,Delayed,11.305947,78.335114,1,Normal,0.0612477651497287,25,LOW,"Project delay, High sanctioned amount"
MPLADS_0608,Andhra Pradesh,District_12,Road,2766826,4551428,374765,35,225,Agency_9,Not Started,14.56382,81.276678,1,Normal,0.0551924289855889,25,LOW,Severe project delay
MPLADS_0609,Tamil Nadu,District_16,Drinking Water,1538543,1928166,1930382,47,64,Agency_19,Delayed,11.857758,79.867956,1,Normal,0.0947769962331194,30,LOW,Expenditure exceeds sanctioned amount
MPLADS_0610,Kerala,District_27,Drinking Water,2752303,4955627,22879,84,87,Agency_14,Completed,11.12694,76.778916,-1,Anomaly,-0.0033838172297284,20,LOW,AI detected unusual pattern
MPLADS_0611,Tamil Nadu,District_11,Community Hall,2487587,3636575,568086,27,87,Agency_2,Not Started,8.896401,78.138541,1,Normal,0.0577570883342664,0,LOW,No major risk detected
MPLADS_0612,Karnataka,District_10,Road,3202963,3900404,3787807,67,200,Agency_5,Completed,11.565321,75.134723,1,Normal,0.0955101696598703,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0613,Telangana,District_25,Drainage,1161288,3473376,1541618,61,213,Agency_8,Delayed,18.778493,80.968878,1,Normal,0.0941228840297139,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0614,Maharashtra,District_20,Drinking Water,3348273,2871105,4905737,79,203,Agency_7,Not Started,16.244658,75.932403,1,Normal,0.0571464584583606,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0615,Maharashtra,District_4,Road,1821503,1922204,4009143,85,400,Agency_6,Not Started,20.800461,74.293496,1,Normal,0.0733131537638868,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0616,Karnataka,District_12,Road,4370153,1950946,4692251,75,381,Agency_11,Completed,15.385595,77.372128,1,Normal,0.0452994912296812,65,HIGH,"Expenditure exceeds sanctioned amount, Severe project delay, High sanctioned amount"
MPLADS_0617,Tamil Nadu,District_23,Community Hall,4499797,976109,169472,79,88,Agency_12,Completed,11.449519,76.989704,1,Normal,0.017852820185824,10,LOW,High sanctioned amount
MPLADS_0618,Andhra Pradesh,District_2,Road,654111,758669,2101028,50,475,Agency_18,Delayed,14.945538,83.048713,1,Normal,0.0435722421496855,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0619,Tamil Nadu,District_24,School,1202791,4277939,2905537,41,60,Agency_19,Completed,11.103668,76.221964,1,Normal,0.0722638240318369,30,LOW,Expenditure exceeds sanctioned amount
MPLADS_0620,Karnataka,District_22,School,3961087,2357539,2737850,100,270,Agency_10,Not Started,16.826935,74.162432,1,Normal,0.0489455116190593,25,LOW,Severe project delay
MPLADS_0621,Maharashtra,District_19,Hospital,2493869,3276419,1708019,28,93,Agency_14,In Progress,20.44727,74.280589,1,Normal,0.0899838368192376,15,LOW,Project delay
MPLADS_0622,Tamil Nadu,District_25,Community Hall,797948,2646882,3310335,81,306,Agency_3,In Progress,13.365211,77.745351,1,Normal,0.0894797013395635,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0623,Maharashtra,District_5,Drainage,2609244,4015292,1789472,9,26,Agency_18,Delayed,17.725056,73.835771,1,Normal,0.0423533665458626,0,LOW,No major risk detected
MPLADS_0624,Andhra Pradesh,District_8,Hospital,881635,1056891,3623983,38,213,Agency_15,Completed,14.616988,83.800871,1,Normal,0.0818361606091689,75,HIGH,"Expenditure exceeds sanctioned amount, Severe project delay, Low progress with high expenditure"
MPLADS_0625,Maharashtra,District_7,School,1517217,3997526,3159783,81,73,Agency_6,Delayed,22.076173,75.656969,1,Normal,0.0765474740831199,30,LOW,Expenditure exceeds sanctioned amount
MPLADS_0626,Maharashtra,District_14,Hospital,2794686,777467,2407466,0,60,Agency_10,In Progress,18.515969,78.593189,1,Normal,0.0336348549169271,35,MEDIUM,"High expenditure, Low progress with high expenditure"
MPLADS_0627,Telangana,District_24,Community Hall,3280545,4700100,2336168,38,185,Agency_12,In Progress,19.433403,79.453568,1,Normal,0.0749746374973754,45,MEDIUM,"Severe project delay, Low progress with high expenditure"
MPLADS_0628,Telangana,District_23,Community Hall,281414,3048851,3918673,20,30,Agency_7,Completed,17.405255,78.767963,1,Normal,0.0218810663253401,50,MEDIUM,"Expenditure exceeds sanctioned amount, Low progress with high expenditure"
MPLADS_0629,Kerala,District_3,Road,4501116,3711306,1944984,64,218,Agency_17,Not Started,11.399843,74.808367,1,Normal,0.087991994607194,35,MEDIUM,"Severe project delay, High sanctioned amount"
MPLADS_0630,Telangana,District_18,Drinking Water,2113729,2073969,1348971,14,11,Agency_1,Completed,18.340316,78.550873,1,Normal,0.0471546221045146,0,LOW,No major risk detected
MPLADS_0631,Maharashtra,District_16,Road,2452110,1047057,4151314,3,301,Agency_18,In Progress,20.762283,73.371822,1,Normal,0.056837799096601,75,HIGH,"Expenditure exceeds sanctioned amount, Severe project delay, Low progress with high expenditure"
MPLADS_0632,Karnataka,District_23,Community Hall,1693083,3724153,4296419,59,414,Agency_15,Not Started,15.617416,76.212475,1,Normal,0.0789516915133777,55,MEDIUM,"Expenditure exceeds sanctioned amount, Severe project delay"
MPLADS_0633,Maharashtra,District_19,School,2065726,4798584,2047701,60,31,Agency_19,Delayed,19.775116,73.138285,1,Normal,0.0585726771593912,15,LOW,High expenditure
MPLADS_0634,Karnataka,District_19,Drainage,3452862,2262292,4020086,19,159,Agency_1,In Progress,15.559887,76.582829,1,Normal,0.081592226024268,65,HIGH,"Expenditure exceeds sanctioned amount, Project delay, Low progress with high expenditure"
MPLADS_0635,Karnataka,District_18,School,1460808,4420297,3627760,9,488,Agency_5,Delayed,15.424621,76.776043,1,Normal,0.0075816764092366,75,HIGH,"Expenditure exceeds sanctioned amount, Severe project delay, Low progress with high expenditure"
MPLADS_0636,Telangana,District_20,Road,4231430,3668313,492870,86,236,Agency_15,Not Started,18.573519,80.258958,1,Normal,0.0531555579822697,35,MEDIUM,"Severe project delay, High sanctioned amount"
MPLADS_0637,Tamil Nadu,District_16,Drainage,71650,3000501,4567612,33,226,Agency_3,Delayed,9.510996,79.665208,1,Normal,0.0279465412137481,75,HIGH,"Expenditure exceeds sanctioned amount, Severe project delay, Low progress with high expenditure"
MPLADS_0638,Andhra Pradesh,District_8,Community Hall,1454962,1434410,4219689,47,180,Agency_1,In Progress,15.888488,77.324172,1,Normal,0.0909356813691727,45,MEDIUM,"Expenditure exceeds sanctioned amount, Project delay"
MPLADS_0639,Telangana,District_28,School,3073846,2357199,4007581,32,316,Agency_8,Completed,16.040059,78.470106,1,Normal,0.0965968576096591,75,HIGH,"Expenditure exceeds sanctioned amount, Severe project delay, Low progress with high expenditure"
MPLADS_0640,Telangana,District_1,Community Hall,1923204,336100,4162109,97,45,Agency_12,Delayed,19.018078,79.889188,1,Normal,0.0027556089476099,30,LOW,Expenditure exceeds sanctioned amount
MPLADS_0641,Tamil Nadu,District_17,Drainage,2963293,4308183,2615822,60,340,Agency_19,In Progress,12.416244,78.37253,1,Normal,0.0887940920380329,40,MEDIUM,"High expenditure, Severe project delay"
